price,availability_365,calculated_host_listings_count,minimum_nights
64,338,14,30
80,342,14,30
90,0,3,3
105,91,3,1
230,53,3,1
65,87,1,3
60,335,4,3
170,157,1,3
65,119,1,3
55,0,1,1
95,275,1,2
107,339,1,1
209,326,327,29
35,344,1,7
199,49,1,3
112,52,1,30
200,72,1,5
50,65,1,2
25,0,1,1
299,0,4,1
100,30,1,1
185,92,9,3
50,225,1,7
89,288,1,1
90,321,1,3
200,319,1,3
80,352,1,7
150,9,1,3
200,0,1,1
117,308,2,3
117,15,1,2
180,38,1,3
150,36,1,14
93,234,1,1
75,58,2,1
60,179,1,5
81,175,1,1
70,4,3,5
79,0,4,1
21,90,1,1
35,241,1,1
40,323,6,1
80,312,2,6
7500,364,1,1
75,126,6,1
225,0,1,6
70,127,1,1
168,190,2,3
55,158,1,2
89,305,1,2
62,341,8,30
62,325,8,30
68,336,8,30
200,0,1,1
62,310,8,30
62,310,8,30
75,13,3,2
200,157,1,2
250,2,1,3
80,180,1,10
85,13,2,2
195,174,1,30
3613,158,12,1
225,138,1,4
75,365,5,1
90,9,2,2
75,361,5,1
75,361,5,1
143,181,1,30
75,365,5,1
75,363,5,1
75,0,1,1
299,303,1,1
42,0,1,7
35,150,4,1
82,156,2,2
60,64,1,35
46,37,1,14
343,311,232,30
80,53,1,2
150,129,1,7
75,80,1,4
86,115,10,1
319,47,1,2
100,356,6,1
260,45,1,1
70,10,3,2
100,38,1,2
64,364,14,30
50,9,1,3
65,272,7,2
65,347,7,2
117,311,91,30
125,288,1,1
249,91,1,3
93,0,1,1
400,278,1,2
135,318,1,5
150,29,1,1
50,4,1,4
100,10,1,6
250,21,1,2
100,250,4,3
168,30,1,3
40,0,1,2
82,178,1,1
85,1,1,2
160,1,1,3
160,33,1,4
72,49,1,5
150,75,1,3
80,260,2,6
60,125,6,1
80,83,1,2
150,10,1,3
250,0,3,3
45,109,1,2
35,341,14,30
50,179,1,1
443,365,1,1
195,203,1,30
83,0,2,1
50,0,1,10
70,89,1,1
260,343,96,30
175,342,96,30
42,311,2,2
520,262,327,2
300,59,1,3
250,303,96,30
175,270,1,3
170,345,96,30
42,125,2,2
73,35,2,2
95,118,1,5
100,323,1,30
160,90,1,2
45,167,1,1
250,365,1,3
60,0,1,4
35,353,2,2
160,71,1,2
69,73,1,3
35,341,14,30
49,0,1,2
110,161,1,4
94,31,1,3
82,365,8,30
35,341,14,30
299,306,1,3
120,13,1,1
382,201,1,3
204,6,1,4
55,180,3,1
279,229,1,2
52,188,2,1
300,174,1,5
388,246,1,3
40,17,1,6
195,24,1,2
40,364,1,5
109,101,1,4
400,102,5,2
45,113,2,1
35,333,14,30
70,153,12,15
70,119,12,21
130,0,1,13
70,365,1,4
99,188,1,10
75,83,1,1
24,0,1,2
220,1,1,4
50,2,1,2
39,133,6,1
175,15,1,4
70,260,9,1
350,66,1,3
120,0,1,4
129,85,1,3
50,262,2,2
35,51,1,2
45,135,2,1
82,288,3,2
180,123,2,3
55,6,1,2
65,71,1,3
84,21,1,2
150,255,1,4
55,269,3,1
70,180,2,1
78,105,1,3
148,334,1,2
350,89,1,1
285,16,4,3
129,65,1,2
370,15,1,5
150,4,1,2
85,6,1,4
75,8,1,2
2600,362,1,6
110,0,1,3
80,0,4,1
100,0,1,14
250,19,1,2
150,33,1,30
110,260,1,2
122,12,1,13
375,26,1,2
399,303,1,30
201,296,1,1
150,351,1,7
95,0,1,2
69,0,1,3
75,13,1,30
103,75,1,2
150,92,1,2
46,130,1,1
95,80,1,1
35,31,37,29
199,125,1,2
80,350,2,3
62,313,1,2
65,7,1,1
85,7,1,5
109,0,1,2
90,0,1,6
175,196,1,4
190,84,1,3
170,1,1,2
130,14,1,2
600,44,1,3
100,0,1,2
150,6,1,3
79,110,1,4
290,75,1,2
110,339,1,3
50,41,1,3
53,79,1,2
80,312,1,30
200,3,1,2
180,40,5,1
80,176,1,2
260,274,25,30
190,310,16,30
45,135,2,3
75,177,1,2
100,296,1,3
75,55,1,4
50,174,1,2
125,46,2,30
95,81,7,1
126,0,1,5
150,278,1,30
40,1,1,1
125,336,1,1
4100,180,3,30
180,87,5,1
165,102,5,1
85,347,6,30
199,67,1,2
90,0,1,3
263,332,232,30
89,0,1,30
65,3,1,3
45,87,1,2
70,9,3,1
250,4,1,8
60,22,1,2
65,124,1,1
130,148,2,30
135,162,1,2
140,167,1,30
399,364,11,1
75,166,1,1
89,0,1,3
250,183,1,2
131,182,1,30
58,0,1,28
700,282,1,5
120,268,1,1
100,275,9,1
85,150,9,1
215,188,2,1
199,364,2,2
150,88,1,7
85,0,1,3
85,124,2,1
98,327,1,1
293,75,1,1
125,97,1,30
65,20,1,2
85,316,1,1
120,89,1,1
69,345,2,2
63,167,1,1
250,0,8,1
58,126,1,2
310,0,8,1
41,79,2,1
261,0,8,1
80,0,1,2
39,15,1,1
180,325,13,30
100,40,1,5
175,335,327,29
44,163,4,2
177,354,327,29
49,165,4,2
44,128,4,2
44,154,4,2
149,0,5,1
300,319,1,1
140,192,1,3
35,4,1,2
140,255,1,120
75,24,1,2
90,24,1,4
74,72,1,1
396,317,5,1
70,2,1,2
100,324,9,1
100,315,9,1
100,324,9,1
180,323,9,5
220,297,1,4
195,20,2,2
75,43,1,6
310,0,8,1
300,341,1,2
85,339,3,1
85,356,3,1
65,43,4,2
310,0,8,1
50,128,1,7
78,38,3,2
275,0,8,1
250,0,8,1
50,52,3,2
275,0,8,1
85,332,3,1
41,74,2,2
144,0,1,3
69,349,2,2
230,83,1,1
69,179,1,1
40,22,2,1
151,7,1,3
275,351,3,2
180,188,1,3
55,353,3,3
120,35,1,2
350,90,1,3
60,26,1,2
75,204,6,1
110,112,1,2
129,15,3,3
129,0,3,3
55,89,1,2
217,242,1,1
37,223,103,30
299,217,3,1
120,52,1,2
65,38,1,30
135,266,1,2
75,0,1,14
700,239,1,3
159,302,1,1
100,13,1,1
100,270,1,5
300,365,1,2
85,330,3,2
45,67,1,14
75,0,1,2
100,0,1,4
45,82,1,2
135,296,2,2
71,0,1,2
210,333,10,1
70,0,1,20
165,97,1,1
165,323,1,1
55,0,1,30
209,333,10,1
125,48,1,3
794,200,10,1
146,314,10,1
197,342,10,1
297,311,10,1
166,345,10,1
166,343,10,1
135,275,10,1
500,305,10,1
90,0,1,1
140,13,1,1
80,41,1,90
200,4,2,4
200,22,1,4
250,83,1,14
190,255,1,4
35,353,2,2
125,70,1,5
280,325,1,1
249,38,1,3
200,323,1,4
75,0,1,4
124,155,2,1
120,14,2,5
125,117,2,1
37,1,1,50
58,180,1,5
95,5,1,3
100,89,2,2
105,0,4,1
214,32,1,3
250,174,3,7
32,280,1,2
160,21,1,1
165,272,3,3
300,363,1,2
70,0,1,2
51,44,1,12
85,365,1,1
75,114,1,1
111,344,3,2
150,48,1,2
175,2,1,2
180,10,1,5
165,53,1,1
395,167,1,5
90,0,1,2
52,85,1,180
1145,0,12,1
225,11,1,4
250,188,1,2
1306,23,12,1
135,0,1,4
150,0,1,5
35,311,14,30
40,26,2,1
336,97,1,2
320,236,2,1
150,61,1,3
250,0,1,1
46,179,1,2
140,311,96,30
75,74,1,1
60,84,3,1
400,89,2,1
208,170,1,10
79,216,2,30
208,150,1,3
72,0,2,1
90,0,6,7
70,0,2,2
220,230,2,4
200,127,3,4
525,42,2,5
140,4,3,2
80,16,1,2
95,149,1,2
65,4,1,2
75,89,3,1
125,0,1,4
75,89,3,1
35,0,4,30
35,0,4,30
55,162,1,5
64,0,4,30
60,323,1,1
450,361,9,2
47,365,10,30
163,263,1,7
47,365,10,30
75,0,4,2
196,336,5,1
174,324,5,1
295,0,1,2
60,74,1,1
100,44,1,2
199,178,1,1
47,365,10,30
105,249,2,31
50,0,3,3
100,359,1,1
595,80,1,2
185,137,1,2
35,62,2,5
70,37,1,5
80,0,1,1
210,83,1,10
45,32,1,2
110,0,1,3
109,52,2,14
180,20,4,1
39,145,5,30
245,13,2,5
150,40,1,6
132,342,1,30
139,74,1,2
130,63,1,4
228,341,3,1
236,341,3,1
70,311,1,1
97,77,2,2
55,171,5,1
150,89,1,1
49,226,8,2
49,250,8,2
65,64,1,5
50,0,1,3
110,1,1,4
45,332,4,3
49,254,8,2
150,78,1,1
55,168,5,1
195,0,1,2
75,75,2,1
55,162,5,1
59,358,3,1
59,362,3,1
55,153,5,1
135,105,1,35
248,0,1,7
48,0,1,30
300,4,1,1
55,0,1,1
560,335,5,1
52,268,8,2
5100,343,2,30
65,292,2,2
89,68,1,3
39,157,3,1
133,312,91,30
65,35,3,1
150,313,1,3
169,365,13,7
169,365,13,7
70,76,2,1
169,358,13,7
65,320,2,1
169,365,13,7
380,0,1,3
300,16,1,2
120,8,1,1
200,178,1,10
285,215,1,3
175,26,1,3
169,323,13,7
60,0,1,2
70,53,3,3
169,358,13,7
169,344,13,7
169,358,13,7
70,13,1,7
169,365,13,7
169,365,13,7
90,282,8,3
90,252,8,3
90,258,8,3
90,237,8,3
109,50,3,2
144,12,1,1
142,310,91,30
250,292,2,1
80,364,4,30
58,261,8,2
50,127,2,3
89,194,1,1
159,44,2,1
60,318,5,3
160,140,1,90
499,0,1,4
25,146,1,2
120,55,1,1
124,86,1,1
70,308,5,5
70,12,3,4
127,13,2,1
69,279,4,2
150,88,1,1
295,3,1,2
800,364,2,1
95,23,5,1
32,31,5,2
70,128,2,2
180,193,5,30
74,49,1,1
49,48,12,1
81,291,2,4
898,294,1,2
25,0,10,3
100,345,2,2
230,0,1,3
59,361,9,3
55,290,2,7
100,0,1,1
45,90,7,1
138,95,5,1
60,48,2,2
85,125,3,1
49,83,7,1
160,9,1,1
45,72,7,1
60,90,7,1
55,89,7,1
45,83,7,1
150,121,6,5
69,59,1,10
59,103,2,4
87,365,1,1
65,323,2,1
85,86,1,2
300,52,1,2
55,295,1,1
70,0,2,3
95,23,5,1
240,121,1,1
50,0,1,3
65,0,1,1
240,8,2,3
47,28,2,1
120,11,2,1
54,99,1,3
200,327,1,4
419,218,8,4
95,23,5,1
150,4,3,3
55,0,2,1
200,0,3,3
35,1,1,30
78,17,1,3
450,310,1,5
167,80,2,1
65,334,2,1
88,85,1,1
40,0,1,2
175,5,1,30
135,365,1,3
70,66,1,5
109,0,2,2
95,21,5,1
95,19,5,1
65,364,2,1
50,0,2,1
56,0,2,1
125,22,1,2
160,33,1,2
99,300,2,2
120,235,1,7
950,251,3,3
110,102,1,30
45,337,1,1
327,49,1,2
110,81,1,2
190,132,1,1
120,44,1,3
99,271,3,5
350,82,1,1
50,61,1,1
80,172,1,1
57,225,3,7
38,0,1,3
140,74,1,30
165,83,5,1
200,219,1,60
750,179,1,4
150,0,2,4
165,56,5,1
50,283,1,7
65,0,1,1
125,318,5,1
250,359,1,1
50,66,1,1
115,74,1,1
70,0,1,2
40,35,1,14
80,318,5,1
85,100,1,30
120,0,1,4
300,20,1,4
260,317,5,1
80,22,2,1
74,0,2,3
60,20,1,3
100,94,3,5
47,167,2,1
245,35,1,3
75,0,1,1
135,23,1,3
65,36,1,1
130,338,1,2
173,3,2,5
100,8,1,2
120,15,1,4
105,9,1,1
72,316,4,2
79,351,4,2
140,0,1,11
49,1,4,1
134,2,1,15
160,77,1,1
140,27,1,2
120,0,1,2
50,358,1,1
120,147,1,1
155,270,8,2
260,139,1,1
130,19,1,2
70,0,1,5
89,54,2,2
42,352,3,3
159,152,1,1
70,1,1,2
50,350,1,3
99,326,1,3
50,0,1,5
130,243,1,60
99,236,1,3
60,333,1,2
90,71,2,5
1000,103,1,31
106,3,1,7
115,311,1,30
38,36,1,1
69,57,1,4
65,31,1,1
75,111,1,2
250,221,2,30
275,123,1,3
249,241,1,2
799,247,1,2
147,0,1,2
110,0,1,14
90,7,1,3
62,325,9,30
600,332,3,2
67,50,1,30
58,213,5,2
120,0,2,2
39,210,4,1
235,34,1,1
182,19,1,2
150,25,1,3
120,0,1,2
100,96,1,2
350,353,1,5
90,0,1,1
194,303,327,2
145,45,1,3
470,272,327,2
247,272,327,2
50,5,2,1
260,365,327,29
80,0,1,1
210,3,1,2
70,103,1,2
33,116,1,1
80,15,5,1
62,172,2,1
171,48,1,2
125,0,1,1
350,16,1,3
395,247,1,2
72,364,1,2
70,76,3,1
55,0,1,1
225,178,1,1
57,156,4,1
99,191,2,4
35,0,1,1
89,166,2,4
135,278,1,1
85,150,4,1
85,156,4,1
60,264,2,3
60,0,1,2
219,133,1,2
442,253,1,1
250,117,1,2
160,7,1,2
240,7,1,2
80,90,1,2
190,188,2,30
199,99,1,3
250,174,1,5
949,270,1,2
60,330,1,1
180,77,1,5
59,56,1,1
300,306,1,1
120,155,2,31
39,58,2,7
50,358,9,1
150,90,1,4
51,180,4,1
100,55,1,2
60,0,1,3
250,10,1,1
68,15,1,2
100,33,4,7
189,78,2,3
98,292,1,2
400,307,1,3
110,108,1,3
49,192,4,1
300,313,1,3
30,0,1,3
135,177,2,1
113,101,2,5
55,232,3,1
100,4,1,4
285,365,1,5
45,95,1,1
195,347,4,2
78,279,1,30
42,332,1,1
110,180,1,1
99,90,1,7
47,323,1,27
51,365,4,1
170,39,1,3
100,180,1,2
125,0,1,4
115,339,1,1
43,153,4,1
439,278,232,30
348,331,232,30
150,2,1,2
50,23,3,4
57,9,3,3
43,91,4,1
65,365,3,1
250,0,1,5
160,162,1,2
130,0,2,3
505,263,327,2
425,353,2,1
425,359,2,1
150,30,1,2
50,9,1,1
62,284,4,2
380,24,1,3
49,347,2,2
206,311,33,30
123,96,1,30
145,7,1,5
206,189,33,30
75,365,4,1
350,82,1,2
76,5,2,2
200,145,1,1
35,0,1,1
49,342,3,1
150,69,1,2
150,176,1,3
195,14,1,5
140,3,1,2
35,0,12,1
65,348,8,1
65,359,8,1
65,352,8,1
50,304,2,1
40,358,8,2
40,343,8,2
180,119,1,3
115,113,2,1
69,14,1,2
40,59,1,7
39,358,9,3
99,13,4,2
334,311,232,30
40,12,1,22
38,365,4,1
332,115,232,90
64,86,3,3
100,3,1,3
110,108,2,1
245,257,3,3
135,15,1,7
299,59,1,4
150,327,13,30
53,0,3,20
212,349,327,29
299,165,1,31
110,54,2,7
60,34,3,2
70,15,2,3
65,179,1,1
90,365,4,1
174,85,1,3
260,33,1,3
200,0,1,1
50,246,1,10
24,0,12,11
35,224,1,2
70,59,1,3
110,158,2,3
85,98,1,30
95,292,1,1
425,59,2,2
150,148,2,1
119,23,10,1
45,159,5,5
135,162,2,1
100,358,1,1
219,362,1,1
159,161,2,1
50,48,1,4
150,177,2,1
34,123,4,1
175,43,3,2
109,97,2,3
140,157,1,2
26,0,1,2
175,43,3,2
299,61,1,4
234,309,327,2
230,327,327,2
230,319,327,2
125,242,1,30
217,337,327,29
182,333,327,29
152,193,327,29
125,362,3,1
219,346,327,29
207,331,327,29
289,133,10,1
330,132,1,4
29,2,7,1
289,146,1,5
150,206,1,1
120,159,1,30
40,360,9,1
228,317,327,2
203,322,327,2
49,0,8,1
183,249,5,30
800,276,1,3
50,35,1,2
149,151,1,3
55,319,2,1
108,175,4,1
160,61,1,2
60,89,3,1
52,0,1,1
39,324,3,2
89,153,4,1
57,170,6,1
57,164,6,1
40,344,2,30
55,138,6,1
290,283,13,30
45,352,2,1
150,292,1,1
50,304,1,2
165,5,1,2
68,65,1,2
195,12,1,6
45,360,2,7
66,17,1,1
40,170,1,30
309,214,232,30
240,239,232,30
240,189,232,30
219,14,232,30
125,0,1,2
130,262,1,2
50,342,9,1
51,271,1,1
82,19,1,1
200,47,1,2
150,28,1,4
360,206,1,3
400,310,1,180
45,54,2,1
89,164,4,1
75,88,1,2
75,360,1,2
47,31,1,1
105,20,1,3
90,0,2,1
75,53,1,2
30,361,9,1
499,30,2,2
250,152,1,3
24,0,12,10
79,364,4,2
280,215,1,2
75,154,4,1
58,180,1,1
55,83,1,1
65,354,4,2
65,349,4,2
63,0,2,2
250,8,1,4
200,0,1,2
104,2,1,2
65,280,1,1
45,341,1,10
175,38,1,2
65,19,1,6
150,16,1,1
215,345,8,5
419,343,8,3
215,335,8,5
195,117,1,2
225,0,1,3
65,0,1,7
306,320,1,30
90,47,1,3
700,249,1,3
200,13,1,5
230,87,1,14
150,160,1,30
55,47,2,1
600,96,1,3
68,251,7,30
70,98,2,1
79,96,1,2
175,264,1,1
140,0,2,15
180,83,1,5
37,310,3,1
395,22,1,5
75,361,4,2
50,356,4,2
85,83,1,1
130,2,1,14
225,44,1,4
150,0,2,2
105,0,1,4
85,77,1,14
69,347,9,1
60,349,9,1
85,337,9,1
60,348,9,1
41,0,5,2
130,28,1,4
149,163,1,2
100,160,1,90
600,14,1,7
227,365,327,29
244,363,327,29
150,91,1,4
472,262,327,2
474,263,327,2
214,319,327,2
235,333,327,2
244,315,327,2
495,265,327,2
60,0,1,7
398,279,327,2
260,10,1,3
230,169,1,2
95,35,1,1
229,338,327,2
90,104,1,1
240,323,327,2
90,85,1,5
236,319,327,2
229,341,327,2
160,5,1,2
229,327,327,2
154,18,1,3
200,1,1,3
35,332,5,4
169,72,1,3
75,134,4,1
240,0,2,2
75,361,4,1
50,164,2,1
95,0,1,2
120,18,1,2
60,216,1,2
229,340,327,2
130,5,1,3
100,37,1,2
164,221,327,29
150,213,1,7
355,365,1,4
150,220,327,29
89,52,2,1
1799,270,1,2
45,24,2,2
395,279,1,7
70,0,1,1
134,245,1,3
200,228,1,4
215,18,1,2
85,77,2,2
350,61,1,6
48,267,103,30
65,23,2,1
271,316,232,30
125,24,1,3
70,163,1,2
250,255,5,3
159,127,1,2
155,6,1,2
159,353,91,60
699,290,1,2
300,54,1,3
165,56,2,30
140,46,2,26
75,0,1,2
51,0,1,1
80,0,1,1
700,125,1,1
90,174,2,2
64,90,1,5
150,17,6,30
549,207,1,5
100,11,1,4
149,113,4,1
50,0,1,30
550,215,1,3
65,126,6,1
99,168,20,1
199,160,20,1
60,0,2,3
154,19,1,3
120,156,1,10
50,357,9,1
70,364,1,1
60,305,1,1
26,90,2,2
65,352,4,2
250,161,1,5
70,205,1,2
65,42,1,10
25,344,8,2
115,188,2,3
325,131,1,5
75,109,1,1
50,165,4,1
65,0,1,2
70,55,1,5
39,11,1,1
75,188,1,5
170,5,1,4
80,132,1,1
71,182,1,2
33,334,5,4
100,326,1,1
70,73,1,1
275,0,1,1
274,34,1,4
140,77,1,4
130,27,1,2
49,0,1,1
100,353,1,2
85,349,9,1
65,364,2,3
150,118,1,12
250,365,2,30
250,0,2,30
139,139,1,31
110,0,1,2
180,32,1,5
300,364,2,1
300,180,1,2
200,95,2,5
220,277,2,1
69,36,1,2
45,80,2,3
119,297,4,2
125,328,1,1
145,304,2,31
59,361,2,2
225,23,1,2
125,180,1,10
100,0,2,2
800,84,1,3
53,58,1,1
100,365,4,2
150,89,2,10
140,24,1,7
53,161,2,1
89,44,1,1
90,341,2,1
66,159,1,2
115,6,3,2
120,10,1,2
165,27,1,1
353,337,232,30
115,124,3,4
120,16,1,2
137,273,1,1
150,103,1,2
4200,347,1,114
129,25,1,2
100,225,2,50
220,32,1,1
59,252,103,30
100,365,1,5
199,179,1,15
100,314,4,2
115,360,1,3
349,220,1,5
110,270,12,1
75,313,1,5
60,17,1,1
170,235,1,3
56,70,3,2
80,1,1,1
99,1,1,2
85,66,1,2
100,0,1,6
117,139,1,1
249,222,5,30
120,87,1,2
36,58,6,30
100,179,1,1
31,73,5,1
75,365,3,30
78,365,3,30
75,331,3,30
85,161,9,1
160,0,1,4
290,254,1,2
50,319,5,2
35,77,17,1
67,365,3,1
265,86,1,1
180,98,1,3
180,10,1,2
36,48,1,11
55,76,2,2
60,362,32,30
250,155,1,5
60,314,32,30
60,328,32,30
250,76,1,1
65,46,2,1
60,335,32,30
60,334,32,30
420,137,1,5
60,305,5,2
155,71,1,1
60,342,32,30
60,341,32,30
100,0,3,3
60,311,32,30
60,348,32,30
60,250,32,30
60,83,32,30
255,215,327,2
229,350,327,2
235,340,327,2
175,4,1,2
60,37,32,30
60,51,32,30
40,346,9,7
60,0,1,2
50,74,2,1
60,20,3,1
390,243,327,2
140,0,1,1
475,253,327,2
150,97,1,5
228,357,327,2
70,142,3,3
54,0,3,5
350,83,2,1
55,15,3,1
79,31,1,1
250,365,1,5
64,94,7,30
65,237,7,30
90,360,4,2
44,0,2,1
101,32,2,60
33,31,37,30
162,66,1,2
105,0,2,1
420,130,1,5
46,0,1,1
36,38,6,30
45,180,1,2
119,2,1,2
90,174,2,2
120,10,1,2
160,102,1,2
65,29,1,1
100,23,1,1
35,5,1,3
55,20,3,1
85,349,4,2
88,24,1,28
160,81,1,3
70,61,3,2
76,285,3,3
90,323,2,5
200,252,1,2
59,74,1,1
35,245,103,30
160,0,1,29
300,35,1,15
269,19,1,5
99,165,1,31
65,0,1,2
34,14,1,5
150,1,1,2
185,123,1,1
165,1,1,2
125,29,1,1
150,39,1,8
100,332,1,6
88,180,1,2
99,1,1,1
151,42,1,1
105,286,2,2
345,179,1,2
150,102,1,2
57,51,1,2
120,89,2,1
34,40,1,30
65,17,1,4
200,127,1,5
47,272,6,5
100,163,1,3
129,167,1,31
150,251,1,2
165,67,1,5
66,147,1,2
35,48,1,1
63,127,1,2
65,0,1,15
100,351,6,3
180,91,1,3
352,202,232,30
150,241,1,2
225,42,1,3
360,251,1,2
28,41,4,1
170,43,1,2
61,84,1,30
79,136,6,2
325,65,1,4
28,53,4,1
100,0,1,1
199,175,2,2
200,0,2,3
300,13,1,3
145,38,1,5
81,121,6,2
81,164,6,2
81,105,6,1
81,128,6,2
100,150,2,2
81,150,6,2
165,201,2,4
75,0,1,5
92,187,1,5
70,0,1,2
34,324,23,30
65,89,1,2
34,278,23,30
60,343,5,1
34,281,23,30
140,18,1,3
95,120,2,5
34,201,23,30
40,102,1,7
60,155,1,4
120,298,1,2
130,283,2,29
35,53,3,30
189,349,2,3
44,331,2,1
135,285,2,20
55,0,1,2
199,350,2,1
400,362,1,1
129,95,2,1
225,38,1,2
75,58,2,2
35,53,3,30
35,54,3,30
159,157,1,31
36,192,1,1
190,171,1,1
70,78,4,1
186,107,1,5
150,89,1,2
75,227,1,2
75,103,1,2
45,4,1,3
68,55,4,1
135,36,3,3
103,19,1,2
85,365,9,1
200,173,1,7
95,256,2,1
56,242,103,30
90,57,1,2
60,46,2,1
24,346,8,1
45,10,1,2
44,0,1,2
120,0,1,4
450,43,1,2
24,332,8,1
34,252,23,30
34,243,23,30
98,4,3,6
34,335,23,30
500,55,1,2
34,317,23,30
34,314,23,30
195,0,1,2
34,322,23,30
62,21,1,17
20,2,3,1
34,325,23,30
34,136,23,30
34,192,23,30
75,0,1,1
75,86,1,2
95,8,9,3
34,322,23,30
25,167,3,2
130,132,3,2
40,365,1,30
45,179,3,2
150,6,1,4
220,251,1,2
85,67,1,1
135,93,3,1
42,120,9,7
75,6,1,4
85,193,1,1
140,56,1,3
99,359,1,2
140,316,1,1
250,76,1,3
190,0,2,2
175,103,9,3
65,66,4,1
65,61,4,1
339,86,1,3
175,185,1,1
700,263,1,2
65,180,1,2
100,180,1,7
249,177,2,6
84,60,1,5
500,90,1,1
149,219,1,31
85,52,1,10
79,5,2,2
225,33,1,3
160,2,1,3
54,81,5,1
53,77,5,1
90,63,1,3
65,139,2,1
130,34,2,10
55,157,1,1
250,90,1,31
130,0,3,1
90,146,1,2
80,213,1,1
40,172,9,7
40,151,9,7
75,43,1,1
200,82,1,28
40,114,9,7
80,225,2,5
150,267,1,1
69,35,1,1
130,17,1,8
200,38,1,2
110,26,1,2
54,62,5,1
54,70,5,1
50,34,1,3
49,316,2,2
150,17,1,3
60,1,1,1
60,51,1,4
100,0,1,2
55,175,3,1
69,0,1,20
40,17,1,15
180,352,1,2
350,358,1,1
66,281,1,7
120,3,1,3
69,364,9,1
70,288,1,2
350,243,1,3
179,0,1,1
115,0,2,1
90,0,3,2
65,300,5,1
50,318,5,1
45,342,5,1
100,350,2,1
83,15,1,2
72,333,3,30
98,321,2,7
110,145,1,30
250,265,5,3
72,318,3,30
73,364,3,30
250,0,1,2
150,0,1,1
77,179,4,1
120,339,7,3
165,0,1,1
199,358,3,3
120,0,2,3
49,180,2,1
149,0,1,2
68,226,7,30
75,62,2,2
90,0,1,4
150,173,1,3
89,13,1,3
228,347,327,2
256,292,327,2
188,329,327,2
240,340,327,2
255,237,327,2
199,21,1,3
228,349,327,2
166,102,1,17
99,30,5,1
150,342,1,7
99,0,5,1
150,0,1,3
250,62,1,3
790,298,9,1
161,294,2,2
123,146,3,1
299,16,1,2
49,358,2,1
125,122,1,20
123,0,3,1
120,95,2,20
75,81,1,3
190,78,2,2
225,109,1,1
50,292,2,2
95,216,1,3
59,10,2,5
250,144,1,3
65,180,1,2
616,255,327,2
408,273,327,2
100,2,1,2
264,348,327,2
6800,364,6,1
75,82,1,1
50,336,5,1
60,355,5,1
80,33,1,2
49,72,2,1
377,341,232,30
274,353,232,30
314,337,232,30
314,338,232,30
199,249,4,1
85,0,1,4
239,176,1,31
118,30,1,4
90,354,1,5
91,9,1,2
90,0,1,2
100,0,1,1
180,83,1,1
250,88,2,1
205,64,2,5
69,131,1,2
92,48,1,2
59,24,1,25
149,135,1,31
396,328,327,2
215,346,327,2
120,23,3,5
99,25,1,14
99,97,3,2
100,169,1,2
180,83,1,5
68,246,7,30
169,50,2,1
66,223,7,30
160,98,1,7
89,364,4,360
68,226,7,30
70,153,1,1
40,178,1,14
90,34,1,3
90,51,1,4
99,356,3,1
50,365,2,1
57,35,1,4
200,173,3,4
111,21,1,14
130,26,1,1
119,360,3,1
194,89,3,1
500,0,3,31
500,0,3,31
125,90,1,2
200,179,1,3
65,365,13,3
245,16,1,30
150,33,1,1
60,341,1,1
75,324,1,7
100,3,1,2
590,84,1,10
130,115,1,30
550,365,3,1
100,61,1,2
100,66,1,3
200,216,1,7
150,0,1,4
130,180,1,5
115,57,1,31
95,4,1,4
111,223,3,1
200,161,2,2
198,28,1,30
149,0,1,5
140,350,3,1
140,336,3,1
55,179,1,1
60,364,1,1
49,2,1,3
195,41,1,2
78,89,1,5
140,328,2,4
85,55,1,4
107,81,1,2
140,130,1,2
45,360,4,1
75,7,1,2
180,173,3,3
70,78,2,5
169,84,1,1
350,124,1,7
90,175,2,2
500,5,1,4
54,363,1,3
170,188,1,4
92,27,1,4
59,293,1,1
190,157,8,30
70,84,3,2
365,127,1,2
150,0,1,7
208,9,1,5
70,134,1,93
75,100,1,2
150,138,1,3
135,1,2,6
210,284,1,7
44,192,1,5
85,3,1,1
79,9,1,3
60,93,1,3
75,317,1,2
75,138,1,1
75,88,3,1
195,13,1,7
75,68,3,1
75,88,3,1
100,6,1,3
24,71,1,60
60,90,1,31
60,5,2,2
250,263,1,5
149,148,1,30
126,58,1,7
130,159,1,2
190,10,1,2
90,27,1,2
69,179,3,1
945,292,1,2
155,50,2,2
450,123,1,5
178,0,1,1
40,106,9,7
690,287,9,1
32,126,9,7
250,175,1,2
35,131,9,7
35,152,9,7
45,0,1,1
295,0,1,2
244,260,327,2
409,325,327,2
185,291,327,2
95,180,1,1
230,285,327,2
100,325,327,29
164,328,327,29
78,356,1,1
105,51,1,3
165,90,1,3
250,12,1,6
28,49,3,1
225,240,1,14
54,27,8,1
240,365,5,1
275,56,2,2
55,17,1,1
250,61,2,3
50,72,1,60
135,0,1,3
370,290,5,1
430,287,5,1
159,292,5,1
390,299,5,1
410,294,5,1
265,164,1,3
150,0,1,7
38,247,103,30
101,167,1,1
120,49,1,90
150,0,1,2
225,49,1,3
55,270,1,2
199,170,2,2
200,11,1,1
59,5,1,3
75,0,1,2
28,354,4,1
73,364,9,30
210,302,327,2
199,140,2,30
120,9,1,6
164,327,327,29
45,179,1,4
78,5,1,2
38,39,6,30
38,44,6,30
256,293,327,2
468,255,327,2
229,348,327,2
1000,286,1,3
